B,C,H,K,N,O,A_labelfreq_enc,D_labelfreq_enc,E_labelfreq_enc,F_labelfreq_enc,G_labelfreq_enc,I_labelfreq_enc,J_labelfreq_enc,L_labelfreq_enc,M_labelfreq_enc,A_ohe_0,A_ohe_1,D_ohe_0,D_ohe_1,D_ohe_2,E_ohe_0,E_ohe_1,E_ohe_2,F_ohe_0,F_ohe_1,F_ohe_2,F_ohe_3,F_ohe_4,F_ohe_5,F_ohe_6,F_ohe_7,F_ohe_8,F_ohe_9,F_ohe_10,F_ohe_11,F_ohe_12,F_ohe_13,G_ohe_0,G_ohe_1,G_ohe_2,G_ohe_3,G_ohe_4,G_ohe_5,G_ohe_6,G_ohe_7,G_ohe_8,I_ohe_0,I_ohe_1,J_ohe_0,J_ohe_1,L_ohe_0,L_ohe_1,M_ohe_0,M_ohe_1,M_ohe_2,A_label,D_label,E_label,F_label,G_label,I_label,J_label,L_label,M_label,P,P_mean_A_label,P_mean_D_label,P_mean_E_label,P_mean_F_label,P_mean_G_label,P_mean_I_label,P_mean_J_label,P_mean_L_label,P_mean_M_label
18.17,10.0,0.165,0,340.0,0,0.3079710144927536,0.23369565217391305,0.23369565217391305,0.11956521739130435,0.20471014492753623,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,2,2,10,3,0,0,0,0,1,0.5142857142857142,0.711340206185567,0.711340206185567,0.3333333333333333,0.41935483870967744,0.9174311926605505,0.7569721115537849,0.5560344827586207,0.54
22.08,11.0,0.665,0,100.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.05253623188405797,0.5905797101449275,0.5181159420289855,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,2,7,1,0,0,0,0,0.5714285714285714,0.5102040816326531,0.5102040816326531,0.2727272727272727,0.5714285714285714,0.19730941704035873,0.7569721115537849,0.5560344827586207,0.54
19.0,1.75,2.335,0,112.0,6,0.6920289855072463,0.23369565217391305,0.23369565217391305,0.2210144927536232,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,2,2,1,7,0,0,1,0,1,0.5714285714285714,0.711340206185567,0.711340206185567,0.5757575757575758,0.5714285714285714,0.9174311926605505,0.7569721115537849,0.5502392344497608,0.54
25.0,12.0,2.25,2,120.0,5,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.07246376811594203,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,8,7,1,1,1,0,1,0.5714285714285714,0.5102040816326531,0.5102040816326531,0.75,0.5714285714285714,0.19730941704035873,0.28421052631578947,0.5502392344497608,0.54
45.33,1.0,0.125,0,263.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.11956521739130435,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,10,7,0,0,1,0,1,0.5714285714285714,0.5102040816326531,0.5102040816326531,0.3333333333333333,0.5714285714285714,0.9174311926605505,0.7569721115537849,0.5502392344497608,0.54
20.75,5.085,0.29,0,140.0,184,0.6920289855072463,0.23369565217391305,0.23369565217391305,0.014492753623188406,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,2,2,7,7,0,0,0,0,1,0.5714285714285714,0.711340206185567,0.711340206185567,0.5714285714285714,0.5714285714285714,0.9174311926605505,0.7569721115537849,0.5560344827586207,0.54
22.92,11.585,0.04,0,80.0,1349,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.05253623188405797,0.5905797101449275,0.5181159420289855,0.5778985507246377,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,2,7,1,0,0,0,0,0.5142857142857142,0.5102040816326531,0.5102040816326531,0.2727272727272727,0.5714285714285714,0.19730941704035873,0.7569721115537849,0.5560344827586207,0.54
22.92,1.25,0.25,0,120.0,809,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.11956521739130435,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,10,7,0,0,1,0,1,0.5142857142857142,0.5102040816326531,0.5102040816326531,0.3333333333333333,0.5714285714285714,0.9174311926605505,0.7569721115537849,0.5502392344497608,0.54
18.58,10.29,0.415,0,80.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.07789855072463768,0.08333333333333333,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,5,2,0,0,0,0,1,0.5714285714285714,0.5102040816326531,0.5102040816326531,0.9,0.8484848484848485,0.9174311926605505,0.7569721115537849,0.5560344827586207,0.54
34.58,0.0,0.0,0,152.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.012681159420289856,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0,1,7,0,0,0,1,1,0.5714285714285714,0.5102040816326531,0.5102040816326531,0.5757575757575758,0.5714285714285714,0.9174311926605505,0.7569721115537849,0.5560344827586207,0.4
22.33,11.0,2.0,1,80.0,278,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.09057971014492754,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,0,12,7,1,1,0,0,0,0.5714285714285714,0.5102040816326531,0.5102040816326531,0.5,0.5714285714285714,0.19730941704035873,0.28421052631578947,0.5560344827586207,0.54
18.33,1.21,0.0,0,100.0,0,0.6920289855072463,0.23369565217391305,0.23369565217391305,0.03260869565217391,0.005434782608695652,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,2,2,4,1,0,0,0,0,1,0.5714285714285714,0.711340206185567,0.711340206185567,0.3076923076923077,0.0,0.9174311926605505,0.7569721115537849,0.5560344827586207,0.54
30.67,12.0,2.0,1,220.0,19,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,0,1,7,1,1,0,0,0,0.5142857142857142,0.5102040816326531,0.5102040816326531,0.5757575757575758,0.5714285714285714,0.19730941704035873,0.28421052631578947,0.5560344827586207,0.54
35.17,2.5,4.5,7,150.0,1270,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.07246376811594203,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,0,8,7,1,1,0,0,0,0.5714285714285714,0.5102040816326531,0.5102040816326531,0.75,0.5714285714285714,0.19730941704035873,0.28421052631578947,0.5560344827586207,0.54
23.42,0.79,1.5,2,80.0,400,0.3079710144927536,0.23369565217391305,0.23369565217391305,0.11956521739130435,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,2,2,10,7,1,1,1,0,0,0.5142857142857142,0.711340206185567,0.711340206185567,0.3333333333333333,0.5714285714285714,0.19730941704035873,0.28421052631578947,0.5502392344497608,0.54
55.75,7.08,6.75,3,100.0,50,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.07246376811594203,0.20471014492753623,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,8,3,1,1,1,0,1,0.5142857142857142,0.5102040816326531,0.5102040816326531,0.75,0.41935483870967744,0.19730941704035873,0.28421052631578947,0.5502392344497608,0.54
38.33,4.415,0.125,0,160.0,0,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,1,7,0,0,0,0,1,0.5142857142857142,0.5102040816326531,0.5102040816326531,0.5757575757575758,0.5714285714285714,0.9174311926605505,0.7569721115537849,0.5560344827586207,0.54
29.58,1.75,1.25,0,280.0,0,0.3079710144927536,0.23369565217391305,0.23369565217391305,0.07246376811594203,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,2,2,8,7,0,0,1,0,1,0.5142857142857142,0.711340206185567,0.711340206185567,0.75,0.5714285714285714,0.9174311926605505,0.7569721115537849,0.5502392344497608,0.54
21.0,4.79,2.25,1,80.0,300,0.6920289855072463,0.23369565217391305,0.23369565217391305,0.09057971014492754,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,2,2,12,7,1,1,1,0,0,0.5714285714285714,0.711340206185567,0.711340206185567,0.5,0.5714285714285714,0.19730941704035873,0.28421052631578947,0.5502392344497608,0.54
38.67,0.21,0.085,0,280.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.07246376811594203,0.5905797101449275,0.5181159420289855,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,8,7,1,0,1,0,0,0.5714285714285714,0.5102040816326531,0.5102040816326531,0.75,0.5714285714285714,0.19730941704035873,0.7569721115537849,0.5502392344497608,0.54
28.5,3.04,2.54,1,70.0,0,0.3079710144927536,0.23369565217391305,0.23369565217391305,0.05615942028985507,0.20471014492753623,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,2,2,13,3,1,1,0,0,0,0.5142857142857142,0.711340206185567,0.711340206185567,0.18518518518518517,0.41935483870967744,0.19730941704035873,0.28421052631578947,0.5560344827586207,0.54
22.17,0.585,0.0,0,100.0,0,0.6920289855072463,0.23369565217391305,0.23369565217391305,0.07789855072463768,0.08333333333333333,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,2,2,5,2,0,0,0,0,1,0.5714285714285714,0.711340206185567,0.711340206185567,0.9,0.8484848484848485,0.9174311926605505,0.7569721115537849,0.5560344827586207,0.54
56.75,12.25,1.25,4,200.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.05615942028985507,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,9,7,1,1,1,0,0,0.5714285714285714,0.5102040816326531,0.5102040816326531,0.47368421052631576,0.5714285714285714,0.19730941704035873,0.28421052631578947,0.5502392344497608,0.54
55.92,11.5,5.0,5,0.0,8851,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.07789855072463768,0.08333333333333333,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,0,5,2,1,1,0,0,0,0.5714285714285714,0.5102040816326531,0.5102040816326531,0.9,0.8484848484848485,0.19730941704035873,0.28421052631578947,0.5560344827586207,0.54
40.92,0.835,0.0,0,130.0,1,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.07789855072463768,0.08333333333333333,0.5181159420289855,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,5,2,1,0,0,0,1,0.5714285714285714,0.5102040816326531,0.5102040816326531,0.9,0.8484848484848485,0.19730941704035873,0.7569721115537849,0.5560344827586207,0.54
48.33,12.0,16.0,0,110.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.05615942028985507,0.5905797101449275,0.5181159420289855,0.5778985507246377,0.5398550724637681,0.08695652173913043,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,9,7,1,0,0,2,0,0.5714285714285714,0.5102040816326531,0.5102040816326531,0.47368421052631576,0.5714285714285714,0.19730941704035873,0.7569721115537849,0.5560344827586207,0.7222222222222222
23.5,1.5,0.875,0,160.0,0,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.09057971014492754,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,12,7,0,0,1,0,1,0.5142857142857142,0.5102040816326531,0.5102040816326531,0.5,0.5714285714285714,0.9174311926605505,0.7569721115537849,0.5502392344497608,0.54
35.42,12.0,14.0,8,0.0,6590,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.11956521739130435,0.20471014492753623,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,0,10,3,1,1,0,0,0,0.5142857142857142,0.5102040816326531,0.5102040816326531,0.3333333333333333,0.41935483870967744,0.19730941704035873,0.28421052631578947,0.5560344827586207,0.54
24.08,0.875,0.085,4,254.0,1950,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.05615942028985507,0.5905797101449275,0.48188405797101447,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,0,9,7,0,1,0,0,1,0.5714285714285714,0.5102040816326531,0.5102040816326531,0.47368421052631576,0.5714285714285714,0.9174311926605505,0.28421052631578947,0.5560344827586207,0.54
28.17,10.5,6.5,0,0.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.05615942028985507,0.5905797101449275,0.5181159420289855,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,13,7,1,0,0,0,0,0.5714285714285714,0.5102040816326531,0.5102040816326531,0.18518518518518517,0.5714285714285714,0.19730941704035873,0.7569721115537849,0.5560344827586207,0.54
41.17,1.25,0.25,0,0.0,195,0.6920289855072463,0.23369565217391305,0.23369565217391305,0.09057971014492754,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,2,2,12,7,0,0,0,0,1,0.5714285714285714,0.711340206185567,0.711340206185567,0.5,0.5714285714285714,0.9174311926605505,0.7569721115537849,0.5560344827586207,0.54
35.25,16.5,4.0,0,80.0,0,0.6920289855072463,0.23369565217391305,0.23369565217391305,0.2210144927536232,0.5905797101449275,0.5181159420289855,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,2,2,1,7,1,0,0,0,1,0.5714285714285714,0.711340206185567,0.711340206185567,0.5757575757575758,0.5714285714285714,0.19730941704035873,0.7569721115537849,0.5560344827586207,0.54
29.58,4.75,2.0,1,460.0,68,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.05615942028985507,0.5905797101449275,0.48188405797101447,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,9,7,0,1,1,0,1,0.5714285714285714,0.5102040816326531,0.5102040816326531,0.47368421052631576,0.5714285714285714,0.9174311926605505,0.28421052631578947,0.5502392344497608,0.54
26.83,0.54,0.0,0,100.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.07246376811594203,0.08333333333333333,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,8,2,0,0,0,0,1,0.5714285714285714,0.5102040816326531,0.5102040816326531,0.75,0.8484848484848485,0.9174311926605505,0.7569721115537849,0.5560344827586207,0.54
34.67,1.08,1.165,0,28.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.05615942028985507,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.08695652173913043,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,9,7,0,0,0,2,1,0.5714285714285714,0.5102040816326531,0.5102040816326531,0.47368421052631576,0.5714285714285714,0.9174311926605505,0.7569721115537849,0.5560344827586207,0.7222222222222222
36.33,3.79,1.165,0,200.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.09057971014492754,0.5905797101449275,0.5181159420289855,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,12,7,1,0,1,0,1,0.5714285714285714,0.5102040816326531,0.5102040816326531,0.5,0.5714285714285714,0.19730941704035873,0.7569721115537849,0.5502392344497608,0.54
20.83,0.5,1.0,0,260.0,0,0.3079710144927536,0.23369565217391305,0.23369565217391305,0.03260869565217391,0.005434782608695652,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,2,2,4,1,0,0,0,0,1,0.5142857142857142,0.711340206185567,0.711340206185567,0.3076923076923077,0.0,0.9174311926605505,0.7569721115537849,0.5560344827586207,0.54
